activity,subject,tBodyAcc_mean_X,tBodyAcc_mean_Y,tBodyAcc_mean_Z,tBodyAcc_std_X,tBodyAcc_std_Y,tBodyAcc_std_Z,tGravityAcc_mean_X,tGravityAcc_mean_Y,tGravityAcc_mean_Z,tGravityAcc_std_X,tGravityAcc_std_Y,tGravityAcc_std_Z,tBodyAccJerk_mean_X,tBodyAccJerk_mean_Y,tBodyAccJerk_mean_Z,tBodyAccJerk_std_X,tBodyAccJerk_std_Y,tBodyAccJerk_std_Z,tBodyGyro_mean_X,tBodyGyro_mean_Y,tBodyGyro_mean_Z,tBodyGyro_std_X,tBodyGyro_std_Y,tBodyGyro_std_Z,tBodyGyroJerk_mean_X,tBodyGyroJerk_mean_Y,tBodyGyroJerk_mean_Z,tBodyGyroJerk_std_X,tBodyGyroJerk_std_Y,tBodyGyroJerk_std_Z,tBodyAccMag_mean,tBodyAccMag_std,tGravityAccMag_mean,tGravityAccMag_std,tBodyAccJerkMag_mean,tBodyAccJerkMag_std,tBodyGyroMag_mean,tBodyGyroMag_std,tBodyGyroJerkMag_mean,tBodyGyroJerkMag_std,fBodyAcc_mean_X,fBodyAcc_mean_Y,fBodyAcc_mean_Z,fBodyAcc_std_X,fBodyAcc_std_Y,fBodyAcc_std_Z,fBodyAccJerk_mean_X,fBodyAccJerk_mean_Y,fBodyAccJerk_mean_Z,fBodyAccJerk_std_X,fBodyAccJerk_std_Y,fBodyAccJerk_std_Z,fBodyGyro_mean_X,fBodyGyro_mean_Y,fBodyGyro_mean_Z,fBodyGyro_std_X,fBodyGyro_std_Y,fBodyGyro_std_Z,fBodyAccMag_mean,fBodyAccMag_std,fBodyBodyAccJerkMag_mean,fBodyBodyAccJerkMag_std,fBodyBodyGyroMag_mean,fBodyBodyGyroMag_std,fBodyBodyGyroJerkMag_mean,fBodyBodyGyroJerkMag_std
WALKING_DOWNSTAIRS,1,0.289188320408163,-0.00991850461020408,-0.107566190908163,0.0300353383483878,-0.0319359434489796,-0.230434213204082,0.931874418979592,-0.266610338979592,-0.0621199585938776,-0.950559811632653,-0.937018658979592,-0.895939695102041,0.0541553164897959,0.0296504490408163,-0.0109719730183673,-0.012283860544898,-0.101601390640816,-0.345735032326531,-0.0350781902989796,-0.0909371290204082,0.0900850142030612,-0.458030542938776,-0.126349194938776,-0.124702454242857,-0.0739592036271429,-0.0439902783367347,-0.0270461061061225,-0.487027342244898,-0.238824827530612,-0.268761480242857,0.0271882914106122,0.0198843506265306,0.0271882914106122,0.0198843506265306,-0.0894474807979592,-0.0257877197081633,-0.0757412543673469,-0.225724368061224,-0.295463843346939,-0.306510645530612,0.0382291831510204,0.00154990783591837,-0.225574471693878,0.0243308391387755,-0.112963739953061,-0.297927894693878,-0.0276638676122449,-0.12866715764898,-0.288334735714286,-0.0863278966402041,-0.134580008877551,-0.401721464285714,-0.352449631363265,-0.0557022524693878,-0.0318694271979592,-0.495422486102041,-0.181414728657143,-0.238443565306122,0.0965845343040816,-0.186530301073469,0.0262184949326531,-0.104052260726531,-0.185720285744898,-0.398350390122449,-0.281963359177551,-0.391919876612245
WALKING_DOWNSTAIRS,2,0.27761534806383,-0.0226614158361702,-0.116812942382979,0.0463666814446809,0.262881788951064,-0.10283790806383,0.861831345531915,-0.325780100638298,-0.0438890162723404,-0.940361759574468,-0.940068525531915,-0.931438313191489,0.110040615569574,-0.00327959081489362,-0.0209351677765957,0.147249143238298,0.126828014557447,-0.340122023191489,-0.11594735287234,-0.00482329231914894,0.097173808906383,-0.320789230008511,-0.415739144893617,-0.279418388042553,-0.0581038498510638,-0.0421470257531915,-0.0710229816893617,-0.243940592553192,-0.469396701106383,-0.218266318606383,0.0899511204978723,0.215586334889362,0.0899511204978723,0.215586334889362,0.00565516335106383,0.22961718512766,-0.162188586930426,-0.274844110531915,-0.410872671489362,-0.343187875404255,0.112841160325532,0.278345041765957,-0.131290772,0.0161046198595745,0.171973972957447,-0.162032894287234,0.138120681087234,0.0962091607617021,-0.271498721106383,0.0499590624829787,0.0808333491276596,-0.408227423191489,-0.145775970406383,-0.361913824,-0.0874944736085106,-0.379436674361702,-0.458732747446809,-0.422987665106383,0.293424826591489,-0.0214787881723404,0.222247409576596,0.227480732542553,-0.320838543553192,-0.372576755361702,-0.380175306489362,-0.343698985425532
WALKING_DOWNSTAIRS,3,0.292423484693878,-0.0193554079328571,-0.116139842908163,-0.0574100475102041,-0.0331503723387755,-0.362240245489796,0.939057787755102,-0.228829214285714,-0.102352758040816,-0.950061129591837,-0.946094637755102,-0.899943947755102,0.0725689294489796,0.0109707769183673,-0.00202727978142857,-0.0858010042244898,-0.111439194979592,-0.571735243061225,-0.13157327645102,-0.0139358043959184,0.123826738353061,-0.261653414014286,-0.546740387959184,-0.44230776755102,-0.0778701650285714,-0.0391567930959184,-0.0416193131122449,-0.285683162346939,-0.680947338163265,-0.374605412306123,-0.0628126118283673,-0.0411340078469388,-0.0628126118283673,-0.0411340078469388,-0.205239246653061,-0.0926324494530612,-0.215294501244898,-0.245794699346939,-0.508567577142857,-0.583919211020408,-0.0421706943244898,-0.00770048300204082,-0.404452414285714,-0.0654417192653061,-0.109722354322449,-0.389723034061225,-0.0906707125102041,-0.135938542632653,-0.529059450612245,-0.165442898685714,-0.14772824006198,-0.613525074285714,-0.129066574295918,-0.542694164081633,-0.302866461179592,-0.30863033105102,-0.553094540204082,-0.548164313265306,0.0289413195612245,-0.233849422120408,-0.049477977322449,-0.159102288018367,-0.332376629371429,-0.322440827020408,-0.576277199387755,-0.624910820612245
WALKING_DOWNSTAIRS,4,0.279965329555556,-0.00980200850666667,-0.1067775246,0.0111935496222222,-0.21859832499,-0.479185977111111,0.947731858666667,-0.0620852772955556,0.148714808888889,-0.955258881333333,-0.932066041111111,-0.937753794444444,0.0971862748866667,0.00563780215111111,-0.00729137766444445,-0.145759708684667,-0.146242294857778,-0.626646986888889,-0.102838822533333,-0.0704025952333333,0.05926394948,-0.370244695288889,-0.699453537111111,-0.498480800444444,-0.0921282734666667,-0.0348434913444445,-0.0492836435688889,-0.395995494444445,-0.816858240222222,-0.325780073711111,-0.0491616726733333,-0.0819559041111111,-0.0491616726733333,-0.0819559041111111,-0.228851413747333,-0.216858921977778,-0.3466062928,-0.3805726254,-0.592843014888889,-0.637079543555556,-0.0722392276888889,-0.129606639466667,-0.494683451555556,0.0390098262533333,-0.32253131772,-0.512694303111111,-0.16163290774,-0.172941628735556,-0.583917371333333,-0.208250062317778,-0.177202094317778,-0.668867334444444,-0.240298893435556,-0.717545840444445,-0.318306481022222,-0.414919000955556,-0.691518367333333,-0.621658471333333,-0.01907433524,-0.263644030288889,-0.175295286557778,-0.280426776955556,-0.429213369555556,-0.457674088,-0.621752455777778,-0.685470931777778
WALKING_DOWNSTAIRS,5,0.29354392712766,-0.00850107533191489,-0.100319930659574,0.275046110468085,0.0907630761042553,-0.325891435319149,0.956649352553191,-0.0607578318319149,0.0216777910246191,-0.950490938510638,-0.912363420851064,-0.927192732978723,0.109650600459574,0.0137618233808511,0.0213397664446808,0.0322415501638298,0.0473612314702128,-0.52265163787234,-0.068294569906383,-0.0707805998787234,0.0806559989574468,-0.460646844872341,-0.409134149148936,-0.227869042382979,-0.110149008255319,-0.0708296588478723,-0.0399656935617021,-0.411302217446809,-0.514591487234043,-0.0344217467042553,0.211138853638298,0.205422375957447,0.211138853638298,0.205422375957447,-0.0637528559361702,-0.0292570509829787,-0.218029835319149,-0.360678305253192,-0.39719562106383,-0.450303212340426,0.0984320090212766,0.0792280694042553,-0.374740089574468,0.336554724893617,0.0268269875085106,-0.353397850212766,-0.0368012151170213,-0.0568032957531915,-0.491979946170213,0.011055933212766,0.0901720096791489,-0.551178075319149,-0.295345101425532,-0.382483075106383,-0.034175027916383,-0.51494094106383,-0.431552775319149,-0.374705187021277,0.155742168808511,0.0428533623276596,0.00918394264170213,-0.089735699787234,-0.349338414731915,-0.484141274255319,-0.453697247021277,-0.487128422553192
WALKING_DOWNSTAIRS,6,0.277045258145833,-0.019536840063125,-0.107209356208333,0.383681639791667,0.360164958768542,-0.320204232520417,0.928531455208333,-0.214046334375,-0.00307981704708333,-0.9544062675,-0.93357760125,-0.934378766458333,0.103681343708333,0.00987685807166667,-0.00932470617291666,0.165271070858333,0.276544029529167,-0.336817322270833,-0.0960837437708333,-0.0341782208604167,0.0870012595210417,-0.19830385328125,-0.18922957,-0.0940797929729167,-0.0256452232354167,-0.0768089915604167,-0.0372228650416667,0.0393387960854167,-0.193508405479167,0.193206498960417,0.333754731458333,0.373611914166667,0.333754731458333,0.373611914166667,0.10384507225,0.209502174375,0.0142677821595833,-0.0426276750979167,-0.0829366854166667,-0.111228416159583,0.328308506041667,0.339771173822917,-0.277602590916667,0.403369766666667,0.283247837625,-0.4060143105,0.136554991314583,0.1372024523,-0.283086205125,0.0886515099394167,0.341242392604167,-0.389057047125,0.0633716052854167,-0.130327465789583,0.15284524938125,-0.286724914610417,-0.235470976166667,-0.275667262770833,0.395958034583333,0.1446227570625,0.243834258785417,0.15480886140625,-0.0143735434,-0.242353857320833,-0.132705384364583,-0.145733545496458
WALKING_DOWNSTAIRS,7,0.28030708,-0.0166332372978723,-0.096938308587234,0.0660815600978723,-0.138179072734043,-0.0636402447755319,0.930623632765957,-0.12987167306383,-0.154935538544681,-0.964875962978723,-0.952678693617021,-0.92875646893617,0.0968926184638298,-0.0191061075170213,-0.0160390392510638,0.0285033927287234,-0.296279674759574,-0.347107758021277,-0.105409612961702,-0.049717460606383,0.116894769042766,-0.407744096,-0.29262613606383,-0.401051415531915,-0.0597273512680851,-0.0381904275744681,-0.0789469342553192,-0.510731018297872,-0.299520205208511,-0.425200371553192,0.0198795285851064,0.214544028088723,0.0198795285851064,0.214544028088723,-0.170319619372979,0.0901836280510638,-0.18874081887234,-0.259751603446809,-0.399229959148936,-0.29477867693617,0.0443428315319149,-0.145302311446809,-0.139216222106383,0.0730110797851064,-0.190187141297872,-0.100121492529787,-0.0305226686191489,-0.316236510319149,-0.296494902765957,-0.00426289144680851,-0.324378560319149,-0.397774503468085,-0.33930147,-0.21444307293617,-0.299600267680851,-0.432730974446809,-0.351717743191489,-0.495120053191489,0.218911066191489,0.0214440976893617,0.067389886106383,0.107856840302128,-0.255045057404255,-0.396909651702128,-0.289096677191489,-0.353544695678723
WALKING_DOWNSTAIRS,8,0.283484089210526,-0.0211058674973684,-0.107598135394737,0.0241393473736842,0.343826273105263,0.1337170395,0.914023498421053,-0.187610243421053,-0.141817934963684,-0.945766561578947,-0.941580934473684,-0.897190012631579,0.118938088342105,-0.0380193846210526,-0.0394356157631579,0.250143724521053,0.288140718789474,-0.0135136269,-0.121189625973684,-0.0500760173342105,0.114143855152368,-0.258430885531579,0.0243131207736842,-0.129565242710526,-0.0349283489710526,-0.0534969692794737,-0.0867903297078948,-0.267887897328947,-0.0704526510842105,-0.1896044435,0.176599311818421,0.131337867236842,0.176599311818421,0.131337867236842,0.262628490268421,0.2534082561,0.0993429744078948,-0.0466291872078947,-0.126189142894737,-0.157484866842105,0.136590199860526,0.388412779763158,0.159589756534211,-0.0260463260078947,0.232184078052632,0.0214914840105263,0.214841402815789,0.220639687868421,0.0586096890447368,0.172658982065789,0.273943791773684,-0.0846674186842105,-0.130740445236842,0.116090879026316,0.0277498065176316,-0.302735102631579,-0.0461356322868421,-0.268253406210526,0.301626757315789,-0.156141093578947,0.331528459921053,0.134734731236842,-0.00036272967368421,-0.255590314210526,-0.125179586744737,-0.26298447
WALKING_DOWNSTAIRS,9,0.295923445,-0.0203994269075476,-0.0910278793952381,0.213392270547619,-0.208310705504762,-0.00771530035714286,0.938417773333333,-0.0352304645104762,-0.0822761749426191,-0.952141220714286,-0.936306558809524,-0.876641297380952,0.130193043809524,-0.0206865965952381,0.00262568854761905,0.017623342197619,-0.3094424725,-0.359513362761905,-0.0916383011071428,-0.0712598843142857,0.116804400690476,-0.396429197952381,-0.340765233142857,-0.279685150191905,-0.0945912024476191,-0.0597608334619048,-0.0678080598785714,-0.509669314047619,-0.448602451190476,-0.417239550952381,0.145886357935714,0.265120131365238,0.145886357935714,0.265120131365238,-0.16237608927619,0.039907818552381,-0.168921400633333,-0.322331464761905,-0.469028434047619,-0.455855425238095,0.103128506197619,-0.183120455428571,-0.103705822657857,0.250488758869048,-0.273561385142857,-0.0349494927142857,-0.0645354342404762,-0.313643041809524,-0.293677789595238,0.00938224337142857,-0.355981821428571,-0.425377408333333,-0.325042890904762,-0.312512195452381,-0.250686586719048,-0.423558773952381,-0.364282565714286,-0.356561471714286,0.222203941,0.0888671674047619,0.00716877883571429,0.0705526138333333,-0.347540226666667,-0.424170737142857,-0.463172053809524,-0.485158906904762
WALKING_DOWNSTAIRS,10,0.290401594315789,-0.0200050770710526,-0.110848597247368,0.295733547631579,0.00407915363157895,-0.183557562032895,0.939807421052632,-0.0646160768947369,0.0418715409263158,-0.939267613157895,-0.937003823684211,-0.902085224736842,0.100959387447368,0.0107824902368421,0.000152617173684209,0.223275806105263,-0.105020355562895,-0.318188417289474,-0.124839594289474,-0.106742538831579,0.0724433685578947,-0.304745377026316,-0.311407525263158,-0.0353021837,-0.0643764005526316,-0.0489378053157895,-0.0720413112078947,-0.416986139210526,-0.471650977631579,-0.227137389605263,0.250843769394737,0.156998205421053,0.250843769394737,0.156998205421053,0.0507010228431579,0.110877231263158,-0.0238468037578947,-0.280382850552632,-0.40185431131579,-0.49410575631579,0.215665273157895,0.00904660360263158,-0.157728357742105,0.324957743157895,-0.0633337717526316,-0.268686170263158,0.181419131002632,-0.119504295573684,-0.240679035428947,0.156912678626316,-0.15335580256579,-0.396147929736842,-0.21435028007921,-0.272495710342105,0.0391366814342105,-0.339514358157895,-0.343237004473684,-0.1503916379,0.220115703368421,-0.061674284081579,0.156978047052632,0.0380266696789474,-0.312347510289474,-0.387780104447368,-0.484196484736842,-0.544988519210526
