activity,subject,tBodyAcc_mean_X,tBodyAcc_mean_Y,tBodyAcc_mean_Z,tBodyAcc_std_X,tBodyAcc_std_Y,tBodyAcc_std_Z,tGravityAcc_mean_X,tGravityAcc_mean_Y,tGravityAcc_mean_Z,tGravityAcc_std_X,tGravityAcc_std_Y,tGravityAcc_std_Z,tBodyAccJerk_mean_X,tBodyAccJerk_mean_Y,tBodyAccJerk_mean_Z,tBodyAccJerk_std_X,tBodyAccJerk_std_Y,tBodyAccJerk_std_Z,tBodyGyro_mean_X,tBodyGyro_mean_Y,tBodyGyro_mean_Z,tBodyGyro_std_X,tBodyGyro_std_Y,tBodyGyro_std_Z,tBodyGyroJerk_mean_X,tBodyGyroJerk_mean_Y,tBodyGyroJerk_mean_Z,tBodyGyroJerk_std_X,tBodyGyroJerk_std_Y,tBodyGyroJerk_std_Z,tBodyAccMag_mean,tBodyAccMag_std,tGravityAccMag_mean,tGravityAccMag_std,tBodyAccJerkMag_mean,tBodyAccJerkMag_std,tBodyGyroMag_mean,tBodyGyroMag_std,tBodyGyroJerkMag_mean,tBodyGyroJerkMag_std,fBodyAcc_mean_X,fBodyAcc_mean_Y,fBodyAcc_mean_Z,fBodyAcc_std_X,fBodyAcc_std_Y,fBodyAcc_std_Z,fBodyAccJerk_mean_X,fBodyAccJerk_mean_Y,fBodyAccJerk_mean_Z,fBodyAccJerk_std_X,fBodyAccJerk_std_Y,fBodyAccJerk_std_Z,fBodyGyro_mean_X,fBodyGyro_mean_Y,fBodyGyro_mean_Z,fBodyGyro_std_X,fBodyGyro_std_Y,fBodyGyro_std_Z,fBodyAccMag_mean,fBodyAccMag_std,fBodyBodyAccJerkMag_mean,fBodyBodyAccJerkMag_std,fBodyBodyGyroMag_mean,fBodyBodyGyroMag_std,fBodyBodyGyroJerkMag_mean,fBodyBodyGyroJerkMag_std
SITTING,1,0.261237565425532,-0.00130828765170213,-0.104544182255319,-0.977229008297872,-0.922618641914894,-0.93958629106383,0.831509933404255,0.204411592680851,0.332043702765957,-0.968457145744681,-0.935517055957447,-0.949040933191489,0.0774825199574468,-0.000619102785106384,-0.00336779235021277,-0.986430711276596,-0.981371965319149,-0.987910804468085,-0.045350056512766,-0.0919241549361702,0.0629313811914894,-0.977211283191489,-0.966473895319149,-0.941425920851064,-0.0936793807234042,-0.0402118124255319,-0.046702627,-0.99173159212766,-0.989518068510638,-0.987935806382979,-0.948536786170213,-0.927078418723404,-0.948536786170213,-0.927078418723404,-0.987364195531915,-0.984120024042553,-0.93089249,-0.934531840425532,-0.991976341276596,-0.988308728510638,-0.979641238723404,-0.944084550425532,-0.959184889148936,-0.976412313191489,-0.917275006382979,-0.934469558085106,-0.986597022553191,-0.981579467021277,-0.986053092340426,-0.987492994468085,-0.982513909574468,-0.988339184893617,-0.976161464042553,-0.975838585319149,-0.951315544468085,-0.977904227021277,-0.962345042553192,-0.94391784106383,-0.947782922553191,-0.928444801702128,-0.985262126808511,-0.981606177446808,-0.958435589361702,-0.932198374893617,-0.989797547234043,-0.987049617234043
SITTING,2,0.277087351739131,-0.0156879937282609,-0.109218272456522,-0.986822279565217,-0.950704499130435,-0.95982817173913,0.940477273043478,-0.105630024498783,0.19872676876087,-0.979988760869565,-0.956750273043478,-0.954415873043478,0.0722564387173913,0.0116954511323913,0.00760546929869565,-0.988055854130435,-0.977983955434783,-0.98751821173913,-0.0454706620434783,-0.0599286797043478,0.0412277462173913,-0.985742027826087,-0.978919526956522,-0.959803708695652,-0.0936328412826087,-0.0415602029130435,-0.04358509665,-0.989709023043478,-0.990889614782609,-0.985542325652174,-0.967893623913043,-0.953081444130435,-0.967893623913043,-0.953081444130435,-0.986774713043478,-0.984475868043478,-0.946035087173913,-0.961313624130435,-0.991081493913044,-0.989594919565217,-0.985803840652174,-0.957343498478261,-0.970162172608696,-0.98736209,-0.950073754130435,-0.956862864130435,-0.987848793695652,-0.977139702826087,-0.985129050217391,-0.989459107391304,-0.980804228478261,-0.988570804130435,-0.982621389565217,-0.982100923695652,-0.959814822391304,-0.986808501521739,-0.977356188695652,-0.963522659782609,-0.96127374826087,-0.955575602173913,-0.983874698913043,-0.984124185869565,-0.971840596086956,-0.961385745217391,-0.989861950869565,-0.989632908913043
SITTING,3,0.257197599134615,-0.00350299841730769,-0.0983579203269231,-0.971010120961538,-0.856617812115385,-0.875110175384615,0.901098984615385,0.127303379245962,0.139020582461538,-0.957324457884615,-0.903923008269231,-0.897736318269231,0.0726098418653846,0.00272529134230769,-0.00423348373557692,-0.974467390384615,-0.953631390961539,-0.974661565961538,-0.0385365204807692,-0.07524100275,0.0940113975530769,-0.965434768461538,-0.944854571346154,-0.926413710384615,-0.103605889057692,-0.0360909881807692,-0.0590079966686538,-0.972546905961538,-0.978635908653846,-0.973751670576923,-0.895383350192308,-0.8703017,-0.895383350192308,-0.8703017,-0.969080752884615,-0.966550084230769,-0.919354372307692,-0.925518103807692,-0.977998051923077,-0.976772675961539,-0.970154440961539,-0.891907751346154,-0.917987925384615,-0.971605878461538,-0.8496556575,-0.864322464038462,-0.974950363461538,-0.954170151346154,-0.970845669423077,-0.976283534807692,-0.956461756730769,-0.9771595725,-0.957550637692308,-0.95617355,-0.934967958846154,-0.968013062884615,-0.939609988461538,-0.930633150769231,-0.904185725576923,-0.874626592115385,-0.965888891730769,-0.966568852884615,-0.946664943653846,-0.925449629,-0.977898105576923,-0.976689802692308
SITTING,4,0.27153827992,-0.007163065158,-0.10587459588,-0.980309931,-0.89022398108,-0.9322030066,0.8693030064,0.211622539936894,0.11012048108,-0.9814052948,-0.93272710386,-0.9509492546,0.0784500239,-0.0108582171094,-0.0121499951596,-0.9767421962,-0.9445961056,-0.9790387658,-0.04944351156,-0.08943006108,0.10115033478,-0.9701317904,-0.9584681204,-0.9279722294,-0.09694948424,-0.041848389996,-0.0489964351672,-0.9698997312,-0.984441358,-0.9688048316,-0.93569482,-0.9144078448,-0.93569482,-0.9144078448,-0.9701322836,-0.9625491104,-0.9260633138,-0.928898293,-0.9804904618,-0.9758066902,-0.9774624984,-0.9057829318,-0.9517837432,-0.9819081892,-0.8894673494,-0.9269993168,-0.9768457126,-0.9442983908,-0.9751549056,-0.9787769122,-0.949293158,-0.9816994482,-0.9605896358,-0.9675836478,-0.9337768922,-0.973333107,-0.954120419,-0.9328683544,-0.929002095,-0.9198157096,-0.9625007338,-0.9615845194,-0.9487697524,-0.9288505544,-0.9765477634,-0.9762617538
SITTING,5,0.273694139545455,-0.00990083527045455,-0.108540300265909,-0.980945022045455,-0.904335121022727,-0.926094740227273,0.880731443863636,0.168445524,0.143006857611364,-0.983137541590909,-0.939942979795455,-0.945008999545454,0.0749577410909091,-0.00278773346136364,0.00338609594827273,-0.975204850227273,-0.952786261136364,-0.973436529545454,-0.0422355209795455,-0.0835484079545454,0.0823934451590909,-0.966225485,-0.950064068181818,-0.940637937045454,-0.0889747665681818,-0.0454702982386364,-0.0487714733568182,-0.966037012045455,-0.975433911363636,-0.964878512727273,-0.9379783225,-0.920939027727273,-0.9379783225,-0.920939027727273,-0.969320155681818,-0.965757731590909,-0.934301646590909,-0.931414810454546,-0.973848287045455,-0.970392610454546,-0.977450812045454,-0.921434735681818,-0.946064216818182,-0.9825908425,-0.9022915301,-0.92184351,-0.976024951136364,-0.954237489772727,-0.969501330681818,-0.976530547272727,-0.954464442045455,-0.97602233,-0.957117251818182,-0.955460359318182,-0.938003425909091,-0.969390369318182,-0.947571471590909,-0.947346476590909,-0.936290604545455,-0.925669291136364,-0.964440302272727,-0.966545323409091,-0.944760322045455,-0.934746865454546,-0.971598370227273,-0.970675403409091
SITTING,6,0.276778487454545,-0.0145911615290909,-0.110127728709091,-0.980164933636364,-0.923682131090909,-0.925797097090909,0.933692934909091,0.0682628663363636,0.0695219657167273,-0.988872369272727,-0.960875994727273,-0.955475832363636,0.0754721635223637,2.55649800000024e-06,0.00623727782090909,-0.969929476363636,-0.945143686181818,-0.958572952545455,-0.0372442282830909,-0.0899083302550909,0.0854346006181818,-0.957367681818182,-0.944130044727273,-0.939681350909091,-0.0936693524363636,-0.0333986700025455,-0.0465504310978182,-0.943714804727273,-0.961780726363637,-0.958787671272727,-0.949543531272727,-0.931572655636364,-0.949543531272727,-0.931572655636364,-0.962733502,-0.948181827818182,-0.932703812181818,-0.921259472727273,-0.962929227818182,-0.950150571818182,-0.975351454727273,-0.928264365454545,-0.935798115272727,-0.982451284727273,-0.925676956,-0.925768475636364,-0.971037479818182,-0.947070821272727,-0.954199785636364,-0.971488767454545,-0.946880042,-0.961636555090909,-0.939671400545454,-0.943857393090909,-0.934764895454545,-0.963407046545455,-0.944901470363636,-0.947326797818182,-0.935750391272727,-0.939547202909091,-0.948348653636364,-0.947304700363636,-0.929725679272727,-0.929549141636364,-0.952034566,-0.951196693454545
SITTING,7,0.284674637291667,-0.01461097580375,-0.122464597625,-0.972668374583333,-0.909454698541667,-0.8565329414375,0.969147824375,0.00608846646041667,0.0649636250354167,-0.957082433333333,-0.945436264583333,-0.868602535416667,0.0668519793125,0.0116863419310417,0.0162004141964583,-0.982158098125,-0.969458676458333,-0.972256472708333,-0.04963797197125,-0.03361196465625,0.0259476655145833,-0.941870953333333,-0.944124336458333,-0.937021208541667,-0.0938155625083333,-0.0396444885,-0.0454566269166667,-0.974369045625,-0.981024680625,-0.980954665416667,-0.918432107083333,-0.881957619770833,-0.918432107083333,-0.881957619770833,-0.976559676458333,-0.970243274166667,-0.897870535,-0.898063314375,-0.981665122291667,-0.976214430208333,-0.972697126875,-0.93149063375,-0.904675337916667,-0.972879966041667,-0.904629195833333,-0.844083052916667,-0.982037243958333,-0.969423612916667,-0.968503504791667,-0.984026344375,-0.971814980208333,-0.974699194375,-0.9436317575,-0.956678065,-0.9474199325,-0.9427264225,-0.93824472,-0.939826018125,-0.90895677625,-0.88691563825,-0.970954184166667,-0.9684948675,-0.933081955208333,-0.895804978125,-0.978634991458333,-0.97496593875
SITTING,8,0.267491472934783,-0.00672550621304348,-0.104461049130435,-0.979026152391304,-0.927331997021739,-0.939553030217391,0.832453878043478,0.240095117065217,0.263895185521739,-0.966757967173913,-0.937462301369565,-0.935475331521739,0.0786713761086957,-0.00657516306713044,-0.0106808920069565,-0.985188753695652,-0.980784606086957,-0.985285807173913,-0.0547396987173913,-0.0955089236521739,0.0716048809782609,-0.984524052826087,-0.97150069673913,-0.959623548478261,-0.0923150250434783,-0.0402673770652174,-0.0445732240217391,-0.993264647391304,-0.98887627673913,-0.985241405434783,-0.952139704347826,-0.929943615630435,-0.952139704347826,-0.929943615630435,-0.986061512173913,-0.980667377391304,-0.93268224326087,-0.953001632173913,-0.991807428043478,-0.986756670869565,-0.981142909782609,-0.94421971826087,-0.959436275869565,-0.978256730652174,-0.923829969347826,-0.933889846521739,-0.984977270652174,-0.980221104565218,-0.982995311086956,-0.986913610652174,-0.983038783478261,-0.986185349347826,-0.982200309782609,-0.97658989,-0.961798676956522,-0.985339301521739,-0.968924433260869,-0.962632253913043,-0.947981783478261,-0.93172124,-0.980932292391304,-0.97932021173913,-0.965806789347826,-0.953251156521739,-0.987730604130435,-0.986147262608696
SITTING,9,0.24832674354,-0.02701677698,-0.07537846886,-0.9572277914,-0.875141405,-0.83200187268,0.9163245106,-0.0414258228938,0.085263099144,-0.9552804062,-0.94645197,-0.88585411242,0.077005006374,0.009817397262,-0.008674672651,-0.9645358564,-0.9567775448,-0.9618894376,-0.042328876778,-0.04142711812,0.0807919285908,-0.9590200492,-0.9191882264,-0.9301768338,-0.0930708106,-0.046663441472,-0.052841489994,-0.9645323452,-0.9719274472,-0.9687388914,-0.8933617176,-0.8637564342,-0.8933617176,-0.8637564342,-0.964383757,-0.9517802432,-0.9032355368,-0.9066063206,-0.9733641366,-0.9663610734,-0.959413594,-0.911683219,-0.8922013438,-0.956903459,-0.86761360746,-0.818001834824,-0.9655962396,-0.9580073906,-0.9575269752,-0.9666604036,-0.9585229866,-0.9649413418,-0.950315237,-0.9396930078,-0.940312313,-0.9618360162,-0.910583361,-0.9341874784,-0.8977181972,-0.8691725114,-0.9530504408,-0.9493949814,-0.9344377378,-0.9064712292,-0.9683155878,-0.9659970148
SITTING,10,0.270612056481482,-0.015042681852037,-0.104253238796296,-0.982901825925926,-0.917979529962963,-0.967826981666667,0.791887198148148,-0.041260775,0.20253457287037,-0.973128354074074,-0.935690006481481,-0.966898520555556,0.0775372505185185,0.00897875458703704,-0.00499566427666667,-0.988946414074074,-0.980756789814815,-0.988255803703704,-0.0432432176851852,-0.0679993598888889,0.0745958869444444,-0.988873097222222,-0.984373304814815,-0.960445962037037,-0.0931555026481482,-0.0411216540925926,-0.048941191502963,-0.992326657222222,-0.992584494814815,-0.990259813148148,-0.96075719962963,-0.939669591481481,-0.96075719962963,-0.939669591481481,-0.988054237592593,-0.985209856296296,-0.944202043703704,-0.963064577592593,-0.993707487592592,-0.991696196481482,-0.984943144259259,-0.9404502,-0.97464465462963,-0.982242427777778,-0.912838063018519,-0.966121042592593,-0.989365013888889,-0.980962856111111,-0.986056767777778,-0.989550917407407,-0.982045591111111,-0.98911086,-0.986477363333333,-0.986179215555556,-0.96539546962963,-0.989712360740741,-0.983579646666667,-0.962418559814815,-0.955281010740741,-0.941511952777778,-0.985900801111111,-0.983266741481481,-0.974459732592593,-0.962459956111111,-0.992191529259259,-0.991409100925926
